dataset,frac,seed,method,trtr_f1,trtr_auc,tstr_f1,tstr_auc,utility_gap_f1,utility_gap_auc,utility_ratio_f1,utility_ratio_auc,n_train_real,n_test_real
diabetes,0.5,2,cvae,0.5428571428571428,0.8370065789473684,0.5507246376811594,0.7564144736842104,-0.007867494824016608,0.08059210526315796,1.0144927536231885,0.9037138927097661,268,116
diabetes,0.5,3,bootstrap,0.64,0.859703947368421,0.64,0.8286184210526316,0.0,0.031085526315789425,1.0,0.963841591735221,268,116
diabetes,0.5,3,gmm,0.64,0.859703947368421,0.7123287671232876,0.8351973684210527,-0.07232876712328762,0.024506578947368296,1.1130136986301369,0.9714941649129522,268,116
diabetes,0.5,3,cvae,0.64,0.859703947368421,0.6741573033707865,0.8414473684210526,-0.034157303370786485,0.01825657894736843,1.0533707865168538,0.9787641094317965,268,116
diabetes,0.5,4,bootstrap,0.5753424657534246,0.7799342105263158,0.4857142857142857,0.7707236842105263,0.08962818003913892,0.009210526315789558,0.84421768707483,0.9881906368620834,268,116
diabetes,0.5,4,gmm,0.5753424657534246,0.7799342105263158,0.5373134328358209,0.7631578947368421,0.03802903291760373,0.016776315789473695,0.9339019189765458,0.9784900885702236,268,116
diabetes,0.5,4,cvae,0.5753424657534246,0.7799342105263158,0.5789473684210527,0.8129934210526316,-0.0036049026676280294,-0.033059210526315774,1.006265664160401,1.042387178405736,268,116
diabetes,0.5,5,bootstrap,0.4931506849315068,0.7574013157894737,0.5294117647058824,0.8401315789473685,-0.03626107977437554,-0.08273026315789478,1.073529411764706,1.1092290988056461,268,116
diabetes,0.5,5,gmm,0.4931506849315068,0.7574013157894737,0.5333333333333333,0.7856907894736842,-0.040182648401826504,-0.02828947368421053,1.0814814814814815,1.0373507057546145,268,116
diabetes,0.5,5,cvae,0.4931506849315068,0.7574013157894737,0.43478260869565216,0.6947368421052632,0.05836807623585466,0.06266447368421046,0.8816425120772947,0.9172638436482086,268,116
diabetes,0.5,6,bootstrap,0.5974025974025974,0.8396381578947367,0.6575342465753424,0.8337171052631578,-0.06013164917274505,0.005921052631578938,1.1006551518761167,0.9929480901077375,268,116
diabetes,0.5,6,gmm,0.5974025974025974,0.8396381578947367,0.5866666666666667,0.8046052631578948,0.01073593073593071,0.0350328947368419,0.9820289855072464,0.9582761998041138,268,116
diabetes,0.5,6,cvae,0.5974025974025974,0.8396381578947367,0.6075949367088608,0.7875000000000001,-0.010192339306263398,0.052138157894736636,1.0170610897083106,0.9379040156709111,268,116
diabetes,0.5,7,bootstrap,0.6835443037974683,0.8756578947368421,0.65,0.843421052631579,0.03354430379746831,0.03223684210526312,0.950925925925926,0.9631855747558228,268,116
diabetes,0.5,7,gmm,0.6835443037974683,0.8756578947368421,0.7380952380952381,0.8615131578947368,-0.054550934297769804,0.014144736842105265,1.0798059964726632,0.9838467317806161,268,116
diabetes,0.5,7,cvae,0.6835443037974683,0.8756578947368421,0.7341772151898734,0.8705592105263157,-0.05063291139240511,0.005098684210526394,1.0740740740740742,0.9941773102930127,268,116
diabetes,0.5,8,bootstrap,0.5373134328358209,0.7592105263157894,0.5507246376811594,0.7707236842105263,-0.013411204845338531,-0.011513157894736836,1.0249597423510468,1.0151646447140381,268,116
diabetes,0.5,8,gmm,0.5373134328358209,0.7592105263157894,0.631578947368421,0.7807565789473684,-0.09426551453260013,-0.021546052631578938,1.175438596491228,1.0283795493934142,268,116
diabetes,0.5,8,cvae,0.5373134328358209,0.7592105263157894,0.48484848484848486,0.7200657894736843,0.05246494798733603,0.03914473684210518,0.9023569023569024,0.9484402079722705,268,116
diabetes,0.5,9,bootstrap,0.6493506493506493,0.7641447368421053,0.6419753086419753,0.7447368421052633,0.007375340708674072,0.019407894736842013,0.988641975308642,0.9746018080068878,268,116
diabetes,0.5,9,gmm,0.6493506493506493,0.7641447368421053,0.5915492957746479,0.7919407894736842,0.05780135357600147,-0.027796052631578916,0.9109859154929577,1.0363753766681016,268,116
diabetes,0.5,9,cvae,0.6493506493506493,0.7641447368421053,0.5789473684210527,0.7550986842105263,0.07040328092959669,0.009046052631578982,0.8915789473684211,0.9881618596642272,268,116
